nombre,codigo_barra,categoria,fecha_caducidad,marca,precio,stock
Sal_843,00844,Cat4,2026-04-04,Marca4,4.94,30
Aceite_844,00845,Cat5,2026-05-05,Marca5,2.41,150
Soda_845,00846,Cat6,2026-06-06,Marca6,31.33,147
Atun_846,00847,Cat7,2026-07-07,Marca7,78.83,158
Sopa_847,00848,Cat8,2026-08-08,Marca1,4.29,172
Pasta_848,00849,Cat9,2026-09-09,Marca2,85.61,144
Mayonesa_849,00850,Cat10,2026-10-10,Marca3,13.36,9
Ketchup_850,00851,Cat11,2026-11-11,Marca4,91.59,182
Mostaza_851,00852,Cat12,2026-12-12,Marca5,87.99,159
Vinagre_852,00853,Cat13,2026-01-13,Marca6,49.65,81
Avena_853,00854,Cat14,2026-02-14,Marca7,85.8,126
Granola_854,00855,Cat15,2026-03-15,Marca1,27.99,76
Helado_855,00856,Cat1,2026-04-16,Marca2,34.97,122
Pizza_856,00857,Cat2,2026-05-17,Marca3,99.27,108
Hamburguesa_857,00858,Cat3,2026-06-18,Marca4,55.99,82
Pollo_858,00859,Cat4,2026-07-19,Marca5,17.58,42
Carne_859,00860,Cat5,2026-08-20,Marca6,9.9,155
Pescado_860,00861,Cat6,2026-09-21,Marca7,3.45,178
Mariscos_861,00862,Cat7,2026-10-22,Marca1,43.85,47
Tortillas_862,00863,Cat8,2026-11-23,Marca2,1.96,45
Empanadas_863,00864,Cat9,2026-12-24,Marca3,98.35,189
Tamales_864,00865,Cat10,2026-01-25,Marca4,32.27,123
Chorizo_865,00866,Cat11,2026-02-26,Marca5,45.32,143
Jamón_866,00867,Cat12,2026-03-27,Marca6,7.38,67
Salchichas_867,00868,Cat13,2026-04-28,Marca7,42.13,121
Refresco_868,00869,Cat14,2026-05-01,Marca1,5.8,174
Energizante_869,00870,Cat15,2026-06-02,Marca2,88.36,187
AguaMineral_870,00871,Cat1,2026-07-03,Marca3,91.38,110
TéFrío_871,00872,Cat2,2026-08-04,Marca4,4.21,175
Batido_872,00873,Cat3,2026-09-05,Marca5,89.5,82
Licor_873,00874,Cat4,2026-10-06,Marca6,38.38,89
Cerveza_874,00875,Cat5,2026-11-07,Marca7,36.88,57
Vino_875,00876,Cat6,2026-12-08,Marca1,94.33,194
Whisky_876,00877,Cat7,2026-01-09,Marca2,16.54,130
Ron_877,00878,Cat8,2026-02-10,Marca3,99.47,142
Vodka_878,00879,Cat9,2026-03-11,Marca4,93.0,62
Ginebra_879,00880,Cat10,2026-04-12,Marca5,6.96,163
Pan_880,00881,Cat11,2026-05-13,Marca6,11.09,151
Leche_881,00882,Cat12,2026-06-14,Marca7,81.38,81
Arroz_882,00883,Cat13,2026-07-15,Marca1,11.28,46
Frijol_883,00884,Cat14,2026-08-16,Marca2,8.07,44
Azucar_884,00885,Cat15,2026-09-17,Marca3,81.9,115
Cafe_885,00886,Cat1,2026-10-18,Marca4,88.26,27
Te_886,00887,Cat2,2026-11-19,Marca5,94.65,111
Jugo_887,00888,Cat3,2026-12-20,Marca6,75.97,81
Agua_888,00889,Cat4,2026-01-21,Marca7,65.37,159
Galletas_889,00890,Cat5,2026-02-22,Marca1,18.65,149
Chocolate_890,00891,Cat6,2026-03-23,Marca2,91.06,171
Cereal_891,00892,Cat7,2026-04-24,Marca3,86.93,34
Miel_892,00893,Cat8,2026-05-25,Marca4,20.25,119
Huevos_893,00894,Cat9,2026-06-26,Marca5,14.91,39
Queso_894,00895,Cat10,2026-07-27,Marca6,47.22,194
Yogurt_895,00896,Cat11,2026-08-28,Marca7,57.7,174
Mantequilla_896,00897,Cat12,2026-09-01,Marca1,38.76,64
Harina_897,00898,Cat13,2026-10-02,Marca2,80.82,57
Sal_898,00899,Cat14,2026-11-03,Marca3,29.92,119
Aceite_899,00900,Cat15,2026-12-04,Marca4,35.5,51
Soda_900,00901,Cat1,2026-01-05,Marca5,58.64,92
Atun_901,00902,Cat2,2026-02-06,Marca6,41.8,164
Sopa_902,00903,Cat3,2026-03-07,Marca7,26.42,198
Pasta_903,00904,Cat4,2026-04-08,Marca1,59.6,152
Mayonesa_904,00905,Cat5,2026-05-09,Marca2,47.3,198
Ketchup_905,00906,Cat6,2026-06-10,Marca3,78.79,32
Mostaza_906,00907,Cat7,2026-07-11,Marca4,2.59,25
Vinagre_907,00908,Cat8,2026-08-12,Marca5,82.13,37
Avena_908,00909,Cat9,2026-09-13,Marca6,12.14,139
Granola_909,00910,Cat10,2026-10-14,Marca7,16.82,93
Helado_910,00911,Cat11,2026-11-15,Marca1,15.12,98
Pizza_911,00912,Cat12,2026-12-16,Marca2,93.7,2
Hamburguesa_912,00913,Cat13,2026-01-17,Marca3,9.75,34
Pollo_913,00914,Cat14,2026-02-18,Marca4,41.98,126
Carne_914,00915,Cat15,2026-03-19,Marca5,88.87,168
Pescado_915,00916,Cat1,2026-04-20,Marca6,73.56,17
Mariscos_916,00917,Cat2,2026-05-21,Marca7,32.33,42
Tortillas_917,00918,Cat3,2026-06-22,Marca1,35.2,37
Empanadas_918,00919,Cat4,2026-07-23,Marca2,75.2,199
Tamales_919,00920,Cat5,2026-08-24,Marca3,90.29,74
Chorizo_920,00921,Cat6,2026-09-25,Marca4,49.84,181
Jamón_921,00922,Cat7,2026-10-26,Marca5,46.87,76
Salchichas_922,00923,Cat8,2026-11-27,Marca6,60.83,137
Refresco_923,00924,Cat9,2026-12-28,Marca7,8.89,3
Energizante_924,00925,Cat10,2026-01-01,Marca1,83.07,65
AguaMineral_925,00926,Cat11,2026-02-02,Marca2,12.93,140
TéFrío_926,00927,Cat12,2026-03-03,Marca3,33.47,108
Batido_927,00928,Cat13,2026-04-04,Marca4,94.51,113
Licor_928,00929,Cat14,2026-05-05,Marca5,17.08,130
Cerveza_929,00930,Cat15,2026-06-06,Marca6,57.08,4
Vino_930,00931,Cat1,2026-07-07,Marca7,15.24,40
Whisky_931,00932,Cat2,2026-08-08,Marca1,72.56,26
Ron_932,00933,Cat3,2026-09-09,Marca2,28.28,53
Vodka_933,00934,Cat4,2026-10-10,Marca3,98.88,97
Ginebra_934,00935,Cat5,2026-11-11,Marca4,21.1,121
Pan_935,00936,Cat6,2026-12-12,Marca5,94.36,163
Leche_936,00937,Cat7,2026-01-13,Marca6,68.3,188
Arroz_937,00938,Cat8,2026-02-14,Marca7,60.87,31
Frijol_938,00939,Cat9,2026-03-15,Marca1,66.92,185
Azucar_939,00940,Cat10,2026-04-16,Marca2,10.05,63
Cafe_940,00941,Cat11,2026-05-17,Marca3,74.18,28
Te_941,00942,Cat12,2026-06-18,Marca4,9.39,10
Jugo_942,00943,Cat13,2026-07-19,Marca5,55.28,41
Agua_943,00944,Cat14,2026-08-20,Marca6,55.27,116
Galletas_944,00945,Cat15,2026-09-21,Marca7,56.84,33
Chocolate_945,00946,Cat1,2026-10-22,Marca1,91.71,46
Cereal_946,00947,Cat2,2026-11-23,Marca2,41.76,156
Miel_947,00948,Cat3,2026-12-24,Marca3,12.11,162
Huevos_948,00949,Cat4,2026-01-25,Marca4,56.22,194
Queso_949,00950,Cat5,2026-02-26,Marca5,22.46,22
Yogurt_950,00050,Cat6,2026-00-50,Marca6,-10.0,0
Mantequilla_951,00051,Cat7,2026-00-50,Marca7,0.0,0
,00052,Cat8,2026-00-50,Marca1,-10.0,0
Sal_953,00053,Cat9,2026-00-50,Marca2,0.0,0
Aceite_954,00054,Cat10,2026-00-50,Marca3,-10.0,0
Soda_955,00055,Cat11,2026-00-50,Marca4,0.0,0
,00056,Cat12,2026-00-50,Marca5,-10.0,0
Sopa_957,00057,Cat13,2026-00-50,Marca6,0.0,0
Pasta_958,00058,Cat14,2026-00-50,Marca7,-10.0,0
Mayonesa_959,00059,Cat15,2026-00-50,Marca1,0.0,0
,00060,Cat1,2026-00-50,Marca2,-10.0,0
Mostaza_961,00061,Cat2,2026-00-50,Marca3,0.0,0
Vinagre_962,00062,Cat3,2026-00-50,Marca4,-10.0,0
Avena_963,00063,Cat4,2026-00-50,Marca5,0.0,0
,00064,Cat5,2026-00-50,Marca6,-10.0,0
Helado_965,00065,Cat6,2026-00-50,Marca7,0.0,0
Pizza_966,00066,Cat7,2026-00-50,Marca1,-10.0,0
Hamburguesa_967,00067,Cat8,2026-00-50,Marca2,0.0,0
,00068,Cat9,2026-00-50,Marca3,-10.0,0
Carne_969,00069,Cat10,2026-00-50,Marca4,0.0,0
Pescado_970,00070,Cat11,2026-00-50,Marca5,-10.0,0
Mariscos_971,00071,Cat12,2026-00-50,Marca6,0.0,0
,00072,Cat13,2026-00-50,Marca7,-10.0,0
Empanadas_973,00073,Cat14,2026-00-50,Marca1,0.0,0
Tamales_974,00074,Cat15,2026-00-50,Marca2,-10.0,0
Chorizo_975,00075,Cat1,2026-00-50,Marca3,0.0,0
,00076,Cat2,2026-00-50,Marca4,-10.0,0
Salchichas_977,00077,Cat3,2026-00-50,Marca5,0.0,0
Refresco_978,00078,Cat4,2026-00-50,Marca6,-10.0,0
Energizante_979,00079,Cat5,2026-00-50,Marca7,0.0,0
,00080,Cat6,2026-00-50,Marca1,-10.0,0
TéFrío_981,00081,Cat7,2026-00-50,Marca2,0.0,0
Batido_982,00082,Cat8,2026-00-50,Marca3,-10.0,0
Licor_983,00083,Cat9,2026-00-50,Marca4,0.0,0
,00084,Cat10,2026-00-50,Marca5,-10.0,0
Vino_985,00085,Cat11,2026-00-50,Marca6,0.0,0
Whisky_986,00086,Cat12,2026-00-50,Marca7,-10.0,0
Ron_987,00087,Cat13,2026-00-50,Marca1,0.0,0
,00088,Cat14,2026-00-50,Marca2,-10.0,0
Ginebra_989,00089,Cat15,2026-00-50,Marca3,0.0,0
Pan_990,00090,Cat1,2026-00-50,Marca4,-10.0,0
Leche_991,00091,Cat2,2026-00-50,Marca5,0.0,0
,00092,Cat3,2026-00-50,Marca6,-10.0,0
Frijol_993,00093,Cat4,2026-00-50,Marca7,0.0,0
Azucar_994,00094,Cat5,2026-00-50,Marca1,-10.0,0
Cafe_995,00095,Cat6,2026-00-50,Marca2,0.0,0
,00096,Cat7,2026-00-50,Marca3,-10.0,0
Jugo_997,00097,Cat8,2026-00-50,Marca4,0.0,0
Agua_998,00098,Cat9,2026-00-50,Marca5,-10.0,0
Galletas_999,00099,Cat10,2026-00-50,Marca6,0.0,0

